cnote,dispatch_time,dispatch_date,client_name,weight,origin_cluster,to_pincode,trip_id,bp_id,serviceability,ODA,trip_category
1002896522,5/4/2019 11:17,5/4/2019,Mogli Labs ( Ahmedabad ),1,AMDT1,313211,835949,BP1599,ODA_2_2,2,NP
8000778961,5/4/2019 11:17,5/4/2019,Aimil India Ltd.,7,DELT1,563101,835955,BP1293,ODA_1_1,1,NP
1003372247,5/4/2019 11:29,5/4/2019,ITC LTD-KOLKATA,32,DELT1,305801,835964,BP1274,ODA_1_1,1,NP
1003359714,5/4/2019 12:08,5/4/2019,SHANTI INTERNATIONAL,198,DELT1,148101,835973,BP1242,ODA_2_2,2,NP
1003378297,5/4/2019 12:08,5/4/2019,ETHICS INNOVATIONS PVT. LTD.,6.6,DELT1,151103,835973,BP1242,ODA_1_1,1,NP
1002378065,5/4/2019 12:08,5/4/2019,G Charge Impex Pvt Ltd,20,AMBT1,148101,835973,BP1242,ODA_2_2,2,NP
8000776659,5/4/2019 12:08,5/4/2019,RETAIL,25,DELT1,148101,835973,BP1242,ODA_2_2,2,NP
1003080580,5/4/2019 12:08,5/4/2019,Escorts Limited,2,DELT1,148101,835973,BP1242,ODA_2_2,2,NP
1003369857,5/4/2019 12:03,5/4/2019,L&T Electrical  & Automation,24,NAGT1,624001,835985,BP1595,ODA_2_2,2,NP
1003137688,5/4/2019 11:41,5/4/2019,SABO  Systems Pvt Ltd,205,HYDT1,225202,835991,BP1284,ODA_1_1,1,NP
1002981645,5/4/2019 11:34,5/4/2019,Consul Neowatt Power Solutions,800,MAAT2,854301,835995,BP1474,ODA_3_5,3,DNP
2000653384,5/4/2019 13:15,5/4/2019,RETAIL,64,AMBT1,501301,835996,BP1441,ODA_1_1,1,NP
6000490565,5/4/2019 12:05,5/4/2019,Hilti India Private Ltd,949,BOMT1,122103,836001,BP1427,ODA_1_1,1,NP
2000863404,5/4/2019 11:55,5/4/2019,Medopharm India,4,MAAT2,334001,836022,BP1226,ODA_1_1,1,NP
2000863403,5/4/2019 11:55,5/4/2019,Medopharm India,15,MAAT2,334001,836022,BP1226,ODA_1_1,1,NP
2000846062,5/4/2019 11:55,5/4/2019,Mohan Clothing Company pvt ltd,1.16,LKOT1,334001,836022,BP1226,ODA_1_1,1,NP
1003039578,5/4/2019 11:55,5/4/2019,Ashok Leyland Ltd,1,DELT1,334001,836022,BP1226,ODA_1_1,1,NP
8000360688,5/4/2019 11:55,5/4/2019,HP INDIA SALES PVT LTD,42,DELT1,334001,836022,BP1226,ODA_1_1,1,NP
1003372235,5/4/2019 11:55,5/4/2019,ITC LTD-KOLKATA,7,DELT1,334001,836022,BP1226,ODA_1_1,1,NP
8000616284,5/4/2019 11:56,5/4/2019,Toreto Retail Pvt Ltd,20,DELT1,273164,836023,BP1685,ODA_3_5,3,DNP
1003372689,5/4/2019 11:56,5/4/2019,ITC LTD-KOLKATA,6,DELT1,273303,836023,BP1685,ODA_1_1,1,DNP
2000400252,5/4/2019 11:56,5/4/2019,RETAIL,140,DELT1,273303,836023,BP1685,ODA_1_1,1,DNP
2000880404,5/4/2019 11:56,5/4/2019,RETAIL,300,DELT1,273303,836023,BP1685,ODA_1_1,1,DNP
2000691571,5/4/2019 11:49,5/4/2019,RETAIL,115,BOMT1,410405,836040,BP1540,ODA_1_1,1,NP
2000401907,5/4/2019 12:24,5/4/2019,RETAIL,3,DELT1,148021,836044,BP1638,ODA_1_1,1,NP
1003039473,5/4/2019 11:56,5/4/2019,Ashok Leyland Ltd,17,DELT1,305901,836050,BP1274,ODA_2_2,2,NP
8000756783,5/4/2019 11:56,5/4/2019,RETAIL,36,AMBT1,305901,836050,BP1274,ODA_2_2,2,NP
1003372418,5/4/2019 11:56,5/4/2019,ITC LTD-KOLKATA,6,DELT1,305901,836050,BP1274,ODA_2_2,2,NP
1003039513,5/4/2019 11:56,5/4/2019,Ashok Leyland Ltd,1,DELT1,305901,836050,BP1274,ODA_2_2,2,NP
1003372236,5/4/2019 11:56,5/4/2019,ITC LTD-KOLKATA,5,DELT1,305901,836050,BP1274,ODA_2_2,2,NP
1003303490,5/4/2019 12:00,5/4/2019,Sun Pharma Laboratories Ltd.,22,BOMT1,713130,836059,BP1285,ODA_2_2,2,NP
2000843514,5/4/2019 12:22,5/4/2019,RETAIL,31.8,CCUT1,385001,836060,BP1240,ODA_2_2,2,NP
1003316204,5/4/2019 12:22,5/4/2019,Sri Sai Enterprises,1000,DELT1,385001,836060,BP1240,ODA_2_2,2,NP
1002376939,5/4/2019 12:22,5/4/2019,Anand I-Power Limited,36,PNQT2,385001,836060,BP1240,ODA_2_2,2,NP
1003341878,5/4/2019 12:22,5/4/2019,J.K.FILES (INDIA) LIMITED,13,BOMT1,385001,836060,BP1240,ODA_2_2,2,NP
2000860331,5/4/2019 12:29,5/4/2019,PACK SEAL INDUSTRIES,60,BOMT2,410201,836069,BP1135,ODA_1_1,1,NP
1002936554,5/4/2019 12:12,5/4/2019,EVERGREEEN PLASTICS,153,IXWT1,736182,836075,BP1251,ODA_2_2,2,NP
1003163671,5/4/2019 12:12,5/4/2019,Asian Paints Limited-Kol,364,CCUT1,736182,836075,BP1251,ODA_2_2,2,NP
1003334571,5/4/2019 12:09,5/4/2019,Garuda Royal  3PL LLP,630,DELT1,151203,836083,BP1242,ODA_2_2,2,NP
2000808075,5/4/2019 12:25,5/4/2019,RETAIL,25,BOMT1,742163,836089,BP1184,ODA_1_1,1,NP
2000874156,5/4/2019 12:25,5/4/2019,RETAIL,17,HYDT1,742140,836089,BP1184,ODA_1_1,1,NP
1003175154,5/4/2019 12:25,5/4/2019,Dhruv Enterprises,22,DELT1,742136,836089,BP1184,ODA_1_1,1,NP
2000835602,5/4/2019 12:25,5/4/2019,RETAIL,87,DELT1,742137,836089,BP1184,ODA_1_1,1,NP
1002926398,5/4/2019 12:11,5/4/2019,Hindware (Bahadurgarh),809,DELT1,144211,836094,BP1152,ODA_2_2,2,NP
1003378229,5/4/2019 12:11,5/4/2019,ETHICS INNOVATIONS PVT. LTD.,35,DELT1,144211,836094,BP1152,ODA_2_2,2,NP
1003030550,5/4/2019 12:28,5/4/2019,ACG Pharmapack Pvt. Ltd.,2539,PNQT2,431148,836102,BP1368,ODA_1_1,1,NP
1002788784,5/4/2019 12:16,5/4/2019,TOYOTA MATERIAL HANDLING INDIA PVT. LTD. ,5,AMDT1,524410,836110,BP1310,ODA_2_2,2,NP
1003307896,5/4/2019 13:32,5/4/2019,Workstore Limited,43,HYDT1,530045,836112,BP1669,ODA_1_1,1,NP
1003122195,5/4/2019 14:34,5/4/2019,NANDAN PETROCHEM LTD,2141,AMDT1,636455,836116,BP1064,ODA_2_2,2,NP
8000681432,5/4/2019 14:34,5/4/2019,M Junction,20,CCUT1,636453,836116,BP1064,ODA_2_2,2,NP
8000744977,5/4/2019 14:34,5/4/2019,SDPL,68,BOMT1,636451,836116,BP1064,ODA_2_2,2,NP
2000826964,5/4/2019 12:23,5/4/2019,RETAIL,45,BOMT1,312001,836117,BP1599,ODA_4_5,4,DNP
8000758586,5/4/2019 12:44,5/4/2019,JSB Health care,10,DELT1,689123,836122,BP1613,ODA_1_1,1,NP
8000479283,5/4/2019 12:16,5/4/2019,RETAIL,6,PNQT2,335501,836127,BP1226,ODA_6_5,6,DNP
1003085394,5/4/2019 12:22,5/4/2019,RETAIL,140,DELT1,177005,836139,BP1225,ODA_3_5,3,DNP
8000744956,5/4/2019 12:30,5/4/2019,SDPL,68,BOMT1,679515,836149,BP1281,ODA_1_1,1,NP
2000821333,5/4/2019 12:29,5/4/2019,RETAIL,84,IDRT1,176215,836150,BP1225,ODA_4_5,4,DNP
2000835526,5/4/2019 12:29,5/4/2019,RETAIL,70,DELT1,176215,836150,BP1225,ODA_4_5,4,DNP
1003039612,5/4/2019 12:29,5/4/2019,Ashok Leyland Ltd,26,DELT1,177203,836150,BP1225,ODA_1_1,1,DNP
1002941023,5/4/2019 13:50,5/4/2019,SECUREXPRESS,50,LKOT1,485001,836154,BP1504,ODA_2_4,2,NP
1003174531,5/4/2019 12:33,5/4/2019,Shakti Pumps India Limited,16,IDRT1,313203,836164,BP1599,ODA_1_1,1,NP
1002928333,5/4/2019 13:04,5/4/2019,Signa Medi Solutions Pvt Ltd,28,AMBT1,250401,836170,BP1264,ODA_1_1,1,NP
1003108898,5/4/2019 14:00,5/4/2019,ORNATE AGENCIES PRIVATE LIMITED,35,DELT1,131101,836173,BP1482,ODA_1_1,1,NP
8000755282,5/4/2019 12:46,5/4/2019,Aimil India Ltd.,20,DELT1,152026,836178,BP1242,ODA_2_2,2,NP
1003152913,5/4/2019 16:49,5/4/2019,PRISM JOHNSON LIMITED,15,AMBT1,136118,836182,BP1459,ODA_1_1,1,NP
8000779044,5/4/2019 16:49,5/4/2019,Aimil India Ltd.,20,DELT1,136118,836182,BP1459,ODA_1_1,1,NP
8000756790,5/4/2019 16:49,5/4/2019,RETAIL,54,AMBT1,136038,836182,BP1459,ODA_1_2,1,NP
2000856855,5/6/2019 12:47,5/6/2019,RETAIL,40,BOMT1,465227,836184,BP1622,ODA_4_7,4,DNP
1003309993,5/6/2019 12:47,5/6/2019,Venus Valves Industries,210,AMDT1,465441,836184,BP1622,ODA_2_2,2,DNP
2000587453,5/6/2019 12:47,5/6/2019,Schwing Stetter India Private Limtied,30,MAAT1,465445,836184,BP1622,ODA_4_7,4,DNP
2000835586,5/6/2019 12:47,5/6/2019,RETAIL,22,DELT1,456665,836184,BP1622,ODA_1_1,1,DNP
2000812836,5/6/2019 12:52,5/6/2019,RETAIL,30,CJBT1,465441,836186,BP1622,ODA_2_2,2,NP
1003378179,5/6/2019 12:52,5/6/2019,ETHICS INNOVATIONS PVT. LTD.,228.7,DELT1,465441,836186,BP1622,ODA_2_2,2,NP
2000835328,5/4/2019 12:50,5/4/2019,RETAIL,91,DELT1,227809,836194,BP1365,ODA_2_2,2,NP
2000838015,5/4/2019 13:02,5/4/2019,RETAIL,44,BOMT1,171012,836203,BP1111,ODA_3_5,3,DNP
1003076132,5/4/2019 12:53,5/4/2019,Santiago Life Sciences Pvt Ltd,57,IDRT1,609602,836204,BP1028,ODA_4_5,4,DNP
1003179439,5/4/2019 18:09,5/4/2019,Flax Jay Shree Textiles,2382.5,CCUT1,522311,836208,BP1100,ODA_3_5,3,DNP
1003187132,5/4/2019 13:03,5/4/2019,Bharti Foundation,41,DELT1,148001,836220,BP1515,ODA_2_5,2,NP
1003149627,5/4/2019 20:37,5/4/2019,J.K.FILES (INDIA) LIMITED,1715,IDRT1,247001,836225,BP1309,ODA_2_2,2,NP
1003179627,5/4/2019 20:37,5/4/2019,J.K.FILES (INDIA) LIMITED,153,CCUT1,247001,836225,BP1309,ODA_2_2,2,NP
1003361360,5/4/2019 20:37,5/4/2019,J.K.FILES (INDIA) LIMITED,46,BOMT1,247001,836225,BP1309,ODA_2_2,2,NP
1003347509,5/4/2019 20:37,5/4/2019,J.K.FILES (INDIA) LIMITED,110,BOMT1,247001,836225,BP1309,ODA_2_2,2,NP
1000675281,5/4/2019 20:37,5/4/2019,Mohan Clothing Company pvt ltd,1,NOIT1,247001,836225,BP1309,ODA_2_2,2,NP
1003138074,5/4/2019 20:37,5/4/2019,Mohan Clothing Company pvt ltd,3,NOIT1,247001,836225,BP1309,ODA_2_2,2,NP
1003299363,5/4/2019 14:31,5/4/2019,Schwing Stetter India Private Limtied,20,MAAT1,522503,836229,BP1100,ODA_1_1,1,NP
2000835547,5/4/2019 13:19,5/4/2019,RETAIL,140,DELT1,274001,836242,BP1606,ODA_2_2,2,NP
1002910409,5/4/2019 17:47,5/4/2019,THE BOMBAY DYEING MANUFACTURING COMPANY LTD,103,BOMT1,522001,836246,BP1100,ODA_2_2,2,NP
1003078141,5/4/2019 17:47,5/4/2019,THE BOMBAY DYEING MANUFACTURING COMPANY LTD,68,BOMT1,522001,836246,BP1100,ODA_2_2,2,NP
2000863701,5/4/2019 14:13,5/4/2019,RETAIL,488,MAAT2,335001,836249,BP1226,ODA_6_5,6,DNP
1003372750,5/4/2019 14:13,5/4/2019,ITC LTD-KOLKATA,43,DELT1,335001,836249,BP1226,ODA_6_5,6,DNP
1003372743,5/4/2019 14:13,5/4/2019,ITC LTD-KOLKATA,2,DELT1,335804,836249,BP1226,ODA_5_5,5,DNP
1003039390,5/4/2019 14:13,5/4/2019,Ashok Leyland Ltd,15,DELT1,335002,836249,BP1226,ODA_6_5,6,DNP
1003039472,5/4/2019 14:13,5/4/2019,Ashok Leyland Ltd,1,DELT1,335002,836249,BP1226,ODA_6_5,6,DNP
1003169256,5/4/2019 14:13,5/4/2019,Ravi Foods Pvt. Ltd.,535,DELT1,335512,836249,BP1226,ODA_6_5,6,DNP
1003372413,5/4/2019 14:13,5/4/2019,ITC LTD-KOLKATA,5,DELT1,335804,836249,BP1226,ODA_5_5,5,DNP
2000835530,5/4/2019 13:18,5/4/2019,RETAIL,140,DELT1,274304,836250,BP1606,ODA_3_5,3,DNP
2000835512,5/4/2019 13:21,5/4/2019,RETAIL,140,DELT1,125050,836256,BP1072,ODA_2_2,2,NP
1002650378,5/4/2019 13:47,5/4/2019,RETAIL,59,PNQT1,184121,836265,BP1198,ODA_1_1,1,NP
1002634958,5/4/2019 13:43,5/4/2019,saint gobain Weber,2,BOMT1,732201,836280,BP1485,ODA_1_1,1,NP
1003315751,5/4/2019 13:38,5/4/2019,TOYOTA MATERIAL HANDLING INDIA PVT. LTD. ,220,BLRT1,688007,836284,BP1613,ODA_1_1,1,NP
1003096154,5/4/2019 16:26,5/4/2019,Jet Inks Private Limited,28,MAAT2,134204,836288,BP1406,ODA_1_1,1,NP
8000774091,5/4/2019 16:26,5/4/2019,RETAIL,186,JAIT1,134118,836288,BP1406,ODA_1_1,1,NP
1003378320,5/4/2019 14:22,5/4/2019,ETHICS INNOVATIONS PVT. LTD.,48,DELT1,680501,836292,BP1511,ODA_1_1,1,NP
2000400275,5/4/2019 14:44,5/4/2019,RETAIL,140,DELT1,847211,836295,BP1248,ODA_1_1,1,NP
8000756867,5/4/2019 14:03,5/4/2019,RETAIL,56,AMBT1,641305,836303,BP1554,ODA_2_2,2,NP
1002976204,5/4/2019 14:09,5/4/2019,Blend Colours Pvt. Ltd.Special,50,HYDT1,562112,836318,BP1358,ODA_3_5,3,DNP
2000804110,5/4/2019 14:13,5/4/2019,SRN Logistics Private Limited,137,CCUT1,508252,836348,BP1020,ODA_1_1,1,NP
2000704640,5/4/2019 14:13,5/4/2019,RETAIL,220,BOMT2,508252,836348,BP1020,ODA_1_1,1,NP
2000829981,5/4/2019 14:26,5/4/2019,RETAIL,40,DELT1,334302,836360,BP1226,ODA_2_2,2,NP
1003043323,5/4/2019 14:25,5/4/2019,Escorts Limited,1,DELT1,148101,836363,BP1242,ODA_2_2,2,NP
1001394800,5/4/2019 14:21,5/4/2019,RETAIL,9,PNQT1,813103,836365,BP1474,ODA_1_1,1,NP
8000744160,5/4/2019 14:36,5/4/2019,RETAIL,20,MAAT2,273413,836398,BP1606,ODA_1_1,1,NP
8000649708,5/4/2019 16:18,5/4/2019,RETAIL,14,DELT1,403501,836451,BP1423,ODA_1_1,1,NP
1003165439,5/4/2019 15:14,5/4/2019,Injectoplast Pvt Ltd ,468,LKOT1,384215,836457,BP1534,ODA_1_1,1,NP
1003121340,5/4/2019 15:05,5/4/2019,RETAIL,100,JAIT1,626003,836459,BP1046,ODA_2_2,2,NP
1003121341,5/4/2019 15:05,5/4/2019,RETAIL,205,JAIT1,626003,836459,BP1046,ODA_2_2,2,NP
1002934716,5/4/2019 15:02,5/4/2019,RETAIL,200,NOIT1,784117,836460,BP1525,ODA_1_1,1,NP
8000764163,5/4/2019 15:39,5/4/2019,RETAIL,70,NOIT1,691305,836497,BP1643,ODA_1_1,1,NP
2000806095,5/4/2019 15:39,5/4/2019,RETAIL,105,NOIT1,691306,836497,BP1643,ODA_1_1,1,NP
2000896741,5/4/2019 15:39,5/4/2019,Xseed Education,500,BLRT1,691310,836497,BP1643,ODA_2_2,2,NP
1003136447,5/4/2019 15:39,5/4/2019,KWE - Sharp,52,MAAT2,691520,836497,BP1643,ODA_1_1,1,NP
1003158910,5/4/2019 15:36,5/4/2019,YKK INDIA PVT LTD,40,DELT1,602001,836504,BP1596,ODA_1_1,1,NP
2000830520,5/4/2019 16:20,5/4/2019,Soccer International Pvt. Ltd,28,AMBT1,403507,836509,BP1426,ODA_1_1,1,NP
2000834929,5/4/2019 16:20,5/4/2019,RETAIL,80,DELT1,403507,836509,BP1426,ODA_1_1,1,NP
8000776814,5/4/2019 16:20,5/4/2019,RETAIL,6,DELT1,403507,836509,BP1426,ODA_1_1,1,NP
1003084905,5/4/2019 16:20,5/4/2019,Henkel Adhesives Technologies India Private Limited,112,BOMT1,403507,836509,BP1426,ODA_1_1,1,NP
8000739534,5/4/2019 16:20,5/4/2019,SORIL INFRA RESOURCES LIMITED,175,BOMT1,403507,836509,BP1426,ODA_1_1,1,NP
8000756637,5/4/2019 16:22,5/4/2019,RETAIL,26,AMBT1,403516,836511,BP1426,ODA_1_1,1,NP
2000882309,5/4/2019 16:22,5/4/2019,RETAIL,40,NOIT1,403521,836511,BP1426,ODA_1_1,1,NP
8000649704,5/4/2019 16:22,5/4/2019,RETAIL,56,DELT1,403516,836511,BP1426,ODA_1_1,1,NP
8000799982,5/4/2019 16:23,5/4/2019,RETAIL,100,LKOT1,403504,836512,BP1426,ODA_1_1,1,NP
2000860030,5/4/2019 16:01,5/4/2019,RETAIL,55,BOMT1,301401,836533,BP1033,ODA_2_2,2,NP
1003060775,5/4/2019 16:20,5/4/2019,Sun Pharmaceutical Industries Ltd.,39,BOMT1,207001,836549,BP1510,ODA_3_5,3,DNP
1003372766,5/4/2019 16:20,5/4/2019,ITC LTD-KOLKATA,7,DELT1,207123,836549,BP1510,ODA_4_5,4,DNP
1003372758,5/4/2019 16:20,5/4/2019,ITC LTD-KOLKATA,4,DELT1,207001,836549,BP1510,ODA_3_5,3,DNP
1003369858,5/4/2019 16:20,5/4/2019,L&T Electrical  & Automation,82,NAGT1,207123,836549,BP1510,ODA_4_5,4,DNP
1003116741,5/4/2019 18:19,5/4/2019,GLS Films Industries Pvt. Ltd.,4187.26,DELT1,387230,836559,BP1478,ODA_1_1,1,NP
1003375510,5/4/2019 16:30,5/4/2019,Workstore Limited,125,HYDT1,502291,836564,BP1550,ODA_2_2,2,NP
2000860323,5/4/2019 16:30,5/4/2019,SOS  Spacewood Office Solutions,927,BOMT2,441122,836571,BP1142,ODA_1_1,1,NP
1003122967,5/4/2019 16:50,5/4/2019,Flint Group India Pvt Ltd-Gujarat,640,AMDT1,688007,836591,BP1613,ODA_1_1,1,NP
1003138696,5/4/2019 17:32,5/4/2019,Safari digital education initiatives pvt. ltd.,60,NOIT1,262802,836607,BP1505,ODA_5_5,5,DNP
8000743615,5/4/2019 17:32,5/4/2019,RETAIL,950,AMDT1,262722,836607,BP1505,ODA_5_5,5,DNP
2000834718,5/4/2019 17:42,5/4/2019,RETAIL,92.25,DELT1,410505,836614,BP1067,ODA_2_2,2,NP
1003166929,5/4/2019 18:00,5/4/2019,Dycine Pharmacetucals,485,LKOT1,221006,836624,BP1542,ODA_1_1,1,NP
6002042140,5/5/2019 12:59,5/5/2019,Brainbees Solutions Private Limited,24.19,PNQT2,229001,836641,BP1602,ODA_3_5,3,DNP
2000747462,5/4/2019 18:27,5/4/2019,RETAIL,129,PNQT2,518501,836642,BP1273,ODA_3_5,3,DNP
1003085387,5/4/2019 18:34,5/4/2019,RETAIL,140,DELT1,451001,836643,BP1373,ODA_5_7,5,DNP
2000693115,5/5/2019 11:09,5/5/2019,ONLY RETAIL PVT LTD,20,BOMT2,263139,836645,BP1112,ODA_1_1,1,NP
2000693126,5/5/2019 11:09,5/5/2019,BEST UNITED COMFORTS PVT LTD,20,BOMT2,263139,836645,BP1112,ODA_1_1,1,NP
2000693127,5/5/2019 11:09,5/5/2019,ONLY RETAIL PVT LTD,20,BOMT2,263139,836645,BP1112,ODA_1_1,1,NP
8000778344,5/5/2019 11:09,5/5/2019,Concept Mannequins,13,DELT1,263139,836645,BP1112,ODA_1_1,1,NP
8000779031,5/5/2019 11:09,5/5/2019,Aimil India Ltd.,20,DELT1,263139,836645,BP1112,ODA_1_1,1,NP
8000795422,5/5/2019 11:09,5/5/2019,RETAIL,21,NOIT1,263139,836645,BP1112,ODA_1_1,1,NP
1003138070,5/5/2019 11:09,5/5/2019,Mohan Clothing Company pvt ltd,5,NOIT1,263139,836645,BP1112,ODA_1_1,1,NP
1003138069,5/5/2019 11:09,5/5/2019,Mohan Clothing Company pvt ltd,9,NOIT1,263139,836645,BP1112,ODA_1_1,1,NP
2000629627,5/6/2019 11:40,5/6/2019,RETAIL,69.5,AMBT1,680602,836658,BP1511,ODA_1_1,1,NP
2000864953,5/6/2019 11:40,5/6/2019,RETAIL,240,NOIT1,680102,836658,BP1511,ODA_1_1,1,NP
8000764475,5/6/2019 11:40,5/6/2019,RETAIL,140,NOIT1,680503,836658,BP1511,ODA_1_1,1,NP
2000830507,5/4/2019 19:43,5/4/2019,Soccer International Pvt. Ltd,24,AMBT1,403005,836665,BP1423,ODA_1_1,1,NP
2000835626,5/4/2019 20:13,5/4/2019,RETAIL,56,DELT1,305207,836676,BP1274,ODA_1_1,1,NP
2000856969,5/4/2019 20:15,5/4/2019,RETAIL,55,BOMT1,305204,836679,BP1274,ODA_1_1,1,NP
8000760167,5/4/2019 20:38,5/4/2019,CAPITAL BUSINESS GROUP,20,DELT1,534245,836681,BP1100,ODA_4_5,4,DNP
1003060756,5/5/2019 7:22,5/5/2019,Sun Pharmaceutical Industries Ltd.,22,BOMT1,210427,836704,BP1545,ODA_4_5,4,DNP
1003372434,5/5/2019 7:22,5/5/2019,ITC LTD-KOLKATA,3,DELT1,210431,836704,BP1545,ODA_4_5,4,DNP
2000861510,5/5/2019 6:53,5/5/2019,RETAIL,380,HYDT1,176403,836705,BP1225,ODA_5_5,5,DNP
1003068678,5/5/2019 6:53,5/5/2019,Hector Beverages Private Limited,1120,DELT1,176403,836705,BP1225,ODA_5_5,5,DNP
2000578760,5/5/2019 7:01,5/5/2019,RETAIL,50,AMDT1,413709,836707,BP1693,ODA_2_2,2,NP
1002508129,5/5/2019 7:54,5/5/2019,Tata International Limited ,300,IDRT1,635811,836711,BP1154,ODA_2_2,2,NP
8000774809,5/5/2019 7:54,5/5/2019,RETAIL,20,JAIT1,635802,836711,BP1154,ODA_2_2,2,NP
2000770964,5/5/2019 7:54,5/5/2019,RETAIL,111,HYDT1,635802,836711,BP1154,ODA_2_2,2,NP
1003155447,5/6/2019 7:10,5/6/2019,P M Electro-Auto Pvt. Ltd,75,BOMT2,461331,836719,BP1373,ODA_4_7,4,DNP
8000311283,5/6/2019 7:10,5/6/2019,TCNS CLOTHING COMPANY  LIMITED,8,DELT1,461331,836719,BP1373,ODA_4_7,4,DNP
1003361233,5/5/2019 8:30,5/5/2019,J.K.FILES (INDIA) LIMITED,6,BOMT1,305901,836720,BP1274,ODA_2_2,2,NP
1003361363,5/5/2019 8:30,5/5/2019,J.K.FILES (INDIA) LIMITED,30,BOMT1,305901,836720,BP1274,ODA_2_2,2,NP
1003344567,5/5/2019 9:44,5/5/2019,TCNS CLOTHING COMPANY  LIMITED,10,DELT1,416001,836741,BP1215,ODA_2_2,2,NP
8000799142,5/5/2019 9:33,5/5/2019,RETAIL,300,DELT1,475005,836745,BP1256,ODA_1_1,1,NP
1003136948,5/5/2019 9:59,5/5/2019,Symrise Private Limited - Flavour,211,MAAT2,262405,836746,BP1265,ODA_2_2,2,NP
2000688421,5/5/2019 12:28,5/5/2019,RETAIL,17,BOMT1,225409,836752,BP1284,ODA_2_2,2,NP
8000681437,5/5/2019 9:58,5/5/2019,M Junction,20,CCUT1,824201,836764,BP1659,ODA_2_5,2,NP
8000744961,5/5/2019 10:10,5/5/2019,SDPL,68,BOMT1,392130,836767,BP1298,ODA_2_2,2,NP
1003169306,5/5/2019 10:10,5/5/2019,COMAC INDIA PVT LTD,10,DELT1,392140,836767,BP1298,ODA_2_2,2,NP
8000737152,5/5/2019 10:10,5/5/2019,sachin industries ltd,157,AMDT1,393110,836768,BP1298,ODA_1_1,1,NP
2000853597,5/5/2019 11:41,5/5/2019,RETAIL,50,JAIT1,741302,836775,BP1211,ODA_1_1,1,NP
2000358213,5/5/2019 11:41,5/5/2019,RETAIL,650,NOIT1,741302,836775,BP1211,ODA_1_1,1,NP
2000594594,5/5/2019 11:41,5/5/2019,RETAIL,700,NOIT1,741302,836779,BP1211,ODA_1_1,1,NP
2000358205,5/5/2019 11:41,5/5/2019,RETAIL,700,NOIT1,741302,836782,BP1211,ODA_1_1,1,NP
1003151287,5/5/2019 10:47,5/5/2019,BABA ASSOCIATES & LOGISTICS PRIVATE LIMITED,87,BOMT1,506303,836784,BP1262,ODA_2_2,2,NP
1003151288,5/5/2019 10:47,5/5/2019,BABA ASSOCIATES & LOGISTICS PRIVATE LIMITED,143,BOMT1,506244,836784,BP1262,ODA_1_1,1,NP
2000856433,5/5/2019 10:30,5/5/2019,J.K.FILES (INDIA) LIMITED,14,BOMT1,761104,836785,BP1578,ODA_2_2,2,NP
1003063214,5/5/2019 10:30,5/5/2019,J.K.FILES (INDIA) LIMITED,3,CCUT1,761104,836785,BP1578,ODA_2_2,2,NP
2000846294,5/5/2019 11:31,5/5/2019,RETAIL,400,LKOT1,246761,836791,BP1309,ODA_3_5,3,DNP
1003060774,5/5/2019 11:31,5/5/2019,Sun Pharmaceutical Industries Ltd.,22,BOMT1,246701,836791,BP1309,ODA_2_2,2,DNP
1003047161,5/5/2019 11:31,5/5/2019,ETHICS INNOVATIONS PVT. LTD.,29.8,DELT1,246733,836791,BP1309,ODA_3_5,3,DNP
1003187072,5/5/2019 11:31,5/5/2019,M Junction,1,DELT1,246701,836791,BP1309,ODA_2_2,2,DNP
1003187057,5/5/2019 11:31,5/5/2019,M Junction,1,DELT1,246763,836791,BP1309,ODA_4_5,4,DNP
1003187058,5/5/2019 11:31,5/5/2019,M Junction,1,DELT1,246701,836791,BP1309,ODA_2_2,2,DNP
1003305165,5/5/2019 11:31,5/5/2019,Suzuki Motorcycle India Pvt Ltd,10,DELT1,246701,836791,BP1309,ODA_2_2,2,DNP
1003305095,5/5/2019 11:31,5/5/2019,Suzuki Motorcycle India Pvt Ltd,5,DELT1,246701,836791,BP1309,ODA_2_2,2,DNP
1003305153,5/5/2019 11:31,5/5/2019,Suzuki Motorcycle India Pvt Ltd,15,DELT1,246701,836791,BP1309,ODA_2_2,2,DNP
2000772538,5/5/2019 10:53,5/5/2019,HAAZTI INTERNATIONAL,56,PNQT2,415709,836793,BP1587,ODA_1_1,1,NP
2000772514,5/5/2019 10:53,5/5/2019,HAAZTI INTERNATIONAL,62,PNQT2,415712,836793,BP1587,ODA_2_2,2,NP
1003330025,5/5/2019 10:53,5/5/2019,HAAZTI INTERNATIONAL,47,MAAT2,415712,836793,BP1587,ODA_2_2,2,NP
1003330029,5/5/2019 10:53,5/5/2019,HAAZTI INTERNATIONAL,22,MAAT2,415709,836793,BP1587,ODA_1_1,1,NP
1003305152,5/5/2019 11:19,5/5/2019,Suzuki Motorcycle India Pvt Ltd,100,DELT1,243601,836803,BP1512,ODA_2_2,2,NP
1003365987,5/5/2019 11:19,5/5/2019,ORIENT Electric Limited Switch Gears,6,NOIT1,243601,836803,BP1512,ODA_2_2,2,NP
2000848374,5/5/2019 11:19,5/5/2019,J.K.FILES (INDIA) LIMITED,6,BOMT1,722101,836804,BP1320,ODA_2_2,2,NP
